suicides_no,country,sex,year,age
10,Costa Rica,female,2008,35-54 years
6,Costa Rica,female,2008,25-34 years
2,Costa Rica,female,2008,5-14 years
1,Costa Rica,male,2008,5-14 years
60,Costa Rica,male,2009,25-34 years
86,Costa Rica,male,2009,35-54 years
51,Costa Rica,male,2009,15-24 years
32,Costa Rica,male,2009,55-74 years
6,Costa Rica,male,2009,75+ years
10,Costa Rica,female,2009,25-34 years
11,Costa Rica,female,2009,15-24 years
13,Costa Rica,female,2009,35-54 years
5,Costa Rica,female,2009,55-74 years
3,Costa Rica,female,2009,5-14 years
1,Costa Rica,male,2009,5-14 years
0,Costa Rica,female,2009,75+ years
74,Costa Rica,male,2010,25-34 years
106,Costa Rica,male,2010,35-54 years
36,Costa Rica,male,2010,55-74 years
7,Costa Rica,male,2010,75+ years
40,Costa Rica,male,2010,15-24 years
12,Costa Rica,female,2010,25-34 years
16,Costa Rica,female,2010,35-54 years
10,Costa Rica,female,2010,15-24 years
5,Costa Rica,female,2010,55-74 years
5,Costa Rica,male,2010,5-14 years
0,Costa Rica,female,2010,5-14 years
0,Costa Rica,female,2010,75+ years
72,Costa Rica,male,2011,25-34 years
9,Costa Rica,male,2011,75+ years
85,Costa Rica,male,2011,35-54 years
40,Costa Rica,male,2011,55-74 years
52,Costa Rica,male,2011,15-24 years
20,Costa Rica,female,2011,15-24 years
8,Costa Rica,female,2011,55-74 years
14,Costa Rica,female,2011,35-54 years
8,Costa Rica,female,2011,25-34 years
5,Costa Rica,male,2011,5-14 years
1,Costa Rica,female,2011,75+ years
2,Costa Rica,female,2011,5-14 years
94,Costa Rica,male,2012,35-54 years
55,Costa Rica,male,2012,25-34 years
58,Costa Rica,male,2012,15-24 years
40,Costa Rica,male,2012,55-74 years
8,Costa Rica,male,2012,75+ years
16,Costa Rica,female,2012,35-54 years
10,Costa Rica,female,2012,15-24 years
6,Costa Rica,female,2012,55-74 years
7,Costa Rica,female,2012,25-34 years
5,Costa Rica,male,2012,5-14 years
3,Costa Rica,female,2012,5-14 years
0,Costa Rica,female,2012,75+ years
75,Costa Rica,male,2013,25-34 years
12,Costa Rica,male,2013,75+ years
49,Costa Rica,male,2013,55-74 years
82,Costa Rica,male,2013,35-54 years
48,Costa Rica,male,2013,15-24 years
11,Costa Rica,female,2013,25-34 years
13,Costa Rica,female,2013,35-54 years
8,Costa Rica,female,2013,15-24 years
6,Costa Rica,male,2013,5-14 years
5,Costa Rica,female,2013,55-74 years
1,Costa Rica,female,2013,75+ years
1,Costa Rica,female,2013,5-14 years
46,Costa Rica,male,2014,55-74 years
76,Costa Rica,male,2014,35-54 years
49,Costa Rica,male,2014,25-34 years
43,Costa Rica,male,2014,15-24 years
6,Costa Rica,male,2014,75+ years
12,Costa Rica,female,2014,25-34 years
12,Costa Rica,female,2014,15-24 years
2,Costa Rica,female,2014,75+ years
11,Costa Rica,female,2014,35-54 years
5,Costa Rica,female,2014,55-74 years
3,Costa Rica,female,2014,5-14 years
3,Costa Rica,male,2014,5-14 years
77,Croatia,male,1995,75+ years
216,Croatia,male,1995,55-74 years
226,Croatia,male,1995,35-54 years
39,Croatia,female,1995,75+ years
89,Croatia,male,1995,25-34 years
73,Croatia,male,1995,15-24 years
99,Croatia,female,1995,55-74 years
65,Croatia,female,1995,35-54 years
21,Croatia,female,1995,25-34 years
17,Croatia,female,1995,15-24 years
6,Croatia,male,1995,5-14 years
1,Croatia,female,1995,5-14 years
72,Croatia,male,1996,75+ years
270,Croatia,male,1996,55-74 years
221,Croatia,male,1996,35-54 years
40,Croatia,female,1996,75+ years
90,Croatia,male,1996,25-34 years
80,Croatia,male,1996,15-24 years
115,Croatia,female,1996,55-74 years
65,Croatia,female,1996,35-54 years
22,Croatia,female,1996,25-34 years
18,Croatia,female,1996,15-24 years
5,Croatia,male,1996,5-14 years
3,Croatia,female,1996,5-14 years
65,Croatia,male,1997,75+ years
269,Croatia,male,1997,55-74 years
55,Croatia,female,1997,75+ years
223,Croatia,male,1997,35-54 years
72,Croatia,male,1997,15-24 years
93,Croatia,female,1997,55-74 years
60,Croatia,male,1997,25-34 years
59,Croatia,female,1997,35-54 years
29,Croatia,female,1997,25-34 years
16,Croatia,female,1997,15-24 years
3,Croatia,male,1997,5-14 years
2,Croatia,female,1997,5-14 years
78,Croatia,male,1998,75+ years
274,Croatia,male,1998,55-74 years
236,Croatia,male,1998,35-54 years
43,Croatia,female,1998,75+ years
93,Croatia,male,1998,25-34 years
132,Croatia,female,1998,55-74 years
61,Croatia,male,1998,15-24 years
75,Croatia,female,1998,35-54 years
18,Croatia,female,1998,25-34 years
14,Croatia,female,1998,15-24 years
3,Croatia,male,1998,5-14 years
2,Croatia,female,1998,5-14 years
77,Croatia,male,1999,75+ years
225,Croatia,male,1999,55-74 years
245,Croatia,male,1999,35-54 years
41,Croatia,female,1999,75+ years
93,Croatia,male,1999,25-34 years
132,Croatia,female,1999,55-74 years
71,Croatia,male,1999,15-24 years
70,Croatia,female,1999,35-54 years
15,Croatia,female,1999,15-24 years
14,Croatia,female,1999,25-34 years
5,Croatia,male,1999,5-14 years
1,Croatia,female,1999,5-14 years
77,Croatia,male,2000,75+ years
229,Croatia,male,2000,55-74 years
249,Croatia,male,2000,35-54 years
50,Croatia,female,2000,75+ years
77,Croatia,male,2000,25-34 years
99,Croatia,female,2000,55-74 years
57,Croatia,male,2000,15-24 years
64,Croatia,female,2000,35-54 years
12,Croatia,female,2000,25-34 years
9,Croatia,female,2000,15-24 years
3,Croatia,male,2000,5-14 years
0,Croatia,female,2000,5-14 years
67,Croatia,male,2001,75+ years
228,Croatia,male,2001,55-74 years
231,Croatia,male,2001,35-54 years
41,Croatia,female,2001,75+ years
72,Croatia,male,2001,25-34 years
101,Croatia,female,2001,55-74 years
55,Croatia,male,2001,15-24 years
56,Croatia,female,2001,35-54 years
17,Croatia,female,2001,25-34 years
9,Croatia,female,2001,15-24 years
3,Croatia,male,2001,5-14 years
1,Croatia,female,2001,5-14 years
84,Croatia,male,2002,75+ years
226,Croatia,male,2002,55-74 years
54,Croatia,female,2002,75+ years
199,Croatia,male,2002,35-54 years
82,Croatia,male,2002,25-34 years
53,Croatia,male,2002,15-24 years
88,Croatia,female,2002,55-74 years
54,Croatia,female,2002,35-54 years
21,Croatia,female,2002,25-34 years
13,Croatia,female,2002,15-24 years
0,Croatia,female,2002,5-14 years
0,Croatia,male,2002,5-14 years
80,Croatia,male,2003,75+ years
239,Croatia,male,2003,55-74 years
227,Croatia,male,2003,35-54 years
66,Croatia,male,2003,25-34 years
37,Croatia,female,2003,75+ years
57,Croatia,male,2003,15-24 years
89,Croatia,female,2003,55-74 years
47,Croatia,female,2003,35-54 years
10,Croatia,female,2003,25-34 years
9,Croatia,female,2003,15-24 years
3,Croatia,male,2003,5-14 years
1,Croatia,female,2003,5-14 years
111,Croatia,male,2004,75+ years
227,Croatia,male,2004,55-74 years
214,Croatia,male,2004,35-54 years
43,Croatia,female,2004,75+ years
59,Croatia,male,2004,25-34 years
87,Croatia,female,2004,55-74 years
31,Croatia,male,2004,15-24 years
64,Croatia,female,2004,35-54 years
17,Croatia,female,2004,25-34 years
14,Croatia,female,2004,15-24 years
3,Croatia,male,2004,5-14 years
1,Croatia,female,2004,5-14 years
78,Croatia,male,2005,75+ years
247,Croatia,male,2005,55-74 years
227,Croatia,male,2005,35-54 years
45,Croatia,female,2005,75+ years
58,Croatia,male,2005,25-34 years
76,Croatia,female,2005,55-74 years
39,Croatia,male,2005,15-24 years
68,Croatia,female,2005,35-54 years
25,Croatia,female,2005,25-34 years
9,Croatia,female,2005,15-24 years
2,Croatia,male,2005,5-14 years
0,Croatia,female,2005,5-14 years
79,Croatia,male,2006,75+ years
178,Croatia,male,2006,55-74 years
207,Croatia,male,2006,35-54 years
48,Croatia,female,2006,75+ years
58,Croatia,male,2006,25-34 years
90,Croatia,female,2006,55-74 years
49,Croatia,male,2006,15-24 years
67,Croatia,female,2006,35-54 years
11,Croatia,female,2006,15-24 years
6,Croatia,female,2006,25-34 years
2,Croatia,male,2006,5-14 years
1,Croatia,female,2006,5-14 years
85,Croatia,male,2007,75+ years
206,Croatia,male,2007,55-74 years
198,Croatia,male,2007,35-54 years
45,Croatia,female,2007,75+ years
52,Croatia,male,2007,25-34 years
84,Croatia,female,2007,55-74 years
34,Croatia,male,2007,15-24 years
45,Croatia,female,2007,35-54 years
11,Croatia,female,2007,15-24 years
11,Croatia,female,2007,25-34 years
2,Croatia,female,2007,5-14 years
2,Croatia,male,2007,5-14 years
115,Croatia,male,2008,75+ years
200,Croatia,male,2008,55-74 years
202,Croatia,male,2008,35-54 years
48,Croatia,female,2008,75+ years
49,Croatia,male,2008,25-34 years
40,Croatia,male,2008,15-24 years
72,Croatia,female,2008,55-74 years
47,Croatia,female,2008,35-54 years
9,Croatia,female,2008,25-34 years
7,Croatia,female,2008,15-24 years
3,Croatia,male,2008,5-14 years
1,Croatia,female,2008,5-14 years
107,Croatia,male,2009,75+ years
199,Croatia,male,2009,55-74 years
220,Croatia,male,2009,35-54 years
53,Croatia,female,2009,75+ years
45,Croatia,male,2009,15-24 years
44,Croatia,male,2009,25-34 years
63,Croatia,female,2009,55-74 years
45,Croatia,female,2009,35-54 years
7,Croatia,female,2009,25-34 years
4,Croatia,female,2009,15-24 years
3,Croatia,male,2009,5-14 years
0,Croatia,female,2009,5-14 years
99,Croatia,male,2010,75+ years
215,Croatia,male,2010,55-74 years
186,Croatia,male,2010,35-54 years
46,Croatia,female,2010,75+ years
40,Croatia,male,2010,15-24 years
44,Croatia,male,2010,25-34 years
75,Croatia,female,2010,55-74 years
50,Croatia,female,2010,35-54 years
13,Croatia,female,2010,15-24 years
7,Croatia,female,2010,25-34 years
1,Croatia,female,2010,5-14 years
0,Croatia,male,2010,5-14 years
95,Croatia,male,2011,75+ years
188,Croatia,male,2011,55-74 years
148,Croatia,male,2011,35-54 years
63,Croatia,male,2011,25-34 years
43,Croatia,female,2011,75+ years
68,Croatia,female,2011,55-74 years
24,Croatia,male,2011,15-24 years
52,Croatia,female,2011,35-54 years
11,Croatia,female,2011,25-34 years
8,Croatia,female,2011,15-24 years
2,Croatia,male,2011,5-14 years
0,Croatia,female,2011,5-14 years
99,Croatia,male,2012,75+ years
207,Croatia,male,2012,55-74 years
201,Croatia,male,2012,35-54 years
46,Croatia,female,2012,75+ years
51,Croatia,male,2012,25-34 years
35,Croatia,male,2012,15-24 years
73,Croatia,female,2012,55-74 years
42,Croatia,female,2012,35-54 years
13,Croatia,female,2012,25-34 years
5,Croatia,female,2012,15-24 years
3,Croatia,male,2012,5-14 years
1,Croatia,female,2012,5-14 years
85,Croatia,male,2013,75+ years
174,Croatia,male,2013,55-74 years
186,Croatia,male,2013,35-54 years
59,Croatia,male,2013,25-34 years
41,Croatia,male,2013,15-24 years
35,Croatia,female,2013,75+ years
48,Croatia,female,2013,55-74 years
48,Croatia,female,2013,35-54 years
9,Croatia,female,2013,25-34 years
6,Croatia,female,2013,15-24 years
1,Croatia,male,2013,5-14 years
0,Croatia,female,2013,5-14 years
97,Croatia,male,2014,75+ years
193,Croatia,male,2014,55-74 years
167,Croatia,male,2014,35-54 years
42,Croatia,female,2014,75+ years
37,Croatia,male,2014,15-24 years
42,Croatia,male,2014,25-34 years
71,Croatia,female,2014,55-74 years
49,Croatia,female,2014,35-54 years
12,Croatia,female,2014,15-24 years
11,Croatia,female,2014,25-34 years
1,Croatia,female,2014,5-14 years
0,Croatia,male,2014,5-14 years
104,Croatia,male,2015,75+ years
207,Croatia,male,2015,55-74 years
155,Croatia,male,2015,35-54 years
56,Croatia,female,2015,75+ years
41,Croatia,male,2015,25-34 years
34,Croatia,male,2015,15-24 years
75,Croatia,female,2015,55-74 years
51,Croatia,female,2015,35-54 years
7,Croatia,female,2015,25-34 years
6,Croatia,female,2015,15-24 years
2,Croatia,female,2015,5-14 years
1,Croatia,male,2015,5-14 years
104,Croatia,male,2016,75+ years
187,Croatia,male,2016,55-74 years
146,Croatia,male,2016,35-54 years
48,Croatia,male,2016,25-34 years
40,Croatia,female,2016,75+ years
69,Croatia,female,2016,55-74 years
30,Croatia,male,2016,15-24 years
47,Croatia,female,2016,35-54 years
6,Croatia,female,2016,15-24 years
6,Croatia,female,2016,25-34 years
227,Cuba,male,1992,75+ years
347,Cuba,male,1992,55-74 years
70,Cuba,female,1992,75+ years
210,Cuba,female,1992,55-74 years
376,Cuba,male,1992,35-54 years
231,Cuba,female,1992,15-24 years
214,Cuba,male,1992,25-34 years
256,Cuba,female,1992,35-54 years
183,Cuba,female,1992,25-34 years
164,Cuba,male,1992,15-24 years
16,Cuba,female,1992,5-14 years
5,Cuba,male,1992,5-14 years
257,Cuba,male,1993,75+ years
382,Cuba,male,1993,55-74 years
84,Cuba,female,1993,75+ years
262,Cuba,female,1993,55-74 years
371,Cuba,male,1993,35-54 years
245,Cuba,male,1993,25-34 years
254,Cuba,female,1993,35-54 years
178,Cuba,female,1993,15-24 years
179,Cuba,female,1993,25-34 years
152,Cuba,male,1993,15-24 years
7,Cuba,female,1993,5-14 years
3,Cuba,male,1993,5-14 years
246,Cuba,male,1994,75+ years
401,Cuba,male,1994,55-74 years
229,Cuba,female,1994,55-74 years
399,Cuba,male,1994,35-54 years
61,Cuba,female,1994,75+ years
252,Cuba,male,1994,25-34 years
235,Cuba,female,1994,35-54 years
152,Cuba,female,1994,15-24 years
156,Cuba,female,1994,25-34 years
142,Cuba,male,1994,15-24 years
4,Cuba,female,1994,5-14 years
1,Cuba,male,1994,5-14 years
248,Cuba,male,1995,75+ years
372,Cuba,male,1995,55-74 years
68,Cuba,female,1995,75+ years
374,Cuba,male,1995,35-54 years
276,Cuba,male,1995,25-34 years
171,Cuba,female,1995,55-74 years
241,Cuba,female,1995,35-54 years
162,Cuba,female,1995,15-24 years
161,Cuba,female,1995,25-34 years
138,Cuba,male,1995,15-24 years
10,Cuba,female,1995,5-14 years
1,Cuba,male,1995,5-14 years
228,Cuba,male,1996,75+ years
344,Cuba,male,1996,55-74 years
403,Cuba,male,1996,35-54 years
61,Cuba,female,1996,75+ years
249,Cuba,male,1996,25-34 years
157,Cuba,female,1996,55-74 years
201,Cuba,female,1996,35-54 years
128,Cuba,male,1996,15-24 years
113,Cuba,female,1996,15-24 years
121,Cuba,female,1996,25-34 years
7,Cuba,female,1996,5-14 years
2,Cuba,male,1996,5-14 years
240,Cuba,male,1997,75+ years
353,Cuba,male,1997,55-74 years
446,Cuba,male,1997,35-54 years
65,Cuba,female,1997,75+ years
246,Cuba,male,1997,25-34 years
162,Cuba,female,1997,55-74 years
216,Cuba,female,1997,35-54 years
111,Cuba,male,1997,15-24 years
107,Cuba,female,1997,25-34 years
72,Cuba,female,1997,15-24 years
6,Cuba,female,1997,5-14 years
5,Cuba,male,1997,5-14 years
253,Cuba,male,1998,75+ years
395,Cuba,male,1998,55-74 years
413,Cuba,male,1998,35-54 years
72,Cuba,female,1998,75+ years
172,Cuba,female,1998,55-74 years
232,Cuba,male,1998,25-34 years
215,Cuba,female,1998,35-54 years
104,Cuba,male,1998,15-24 years
86,Cuba,female,1998,15-24 years
108,Cuba,female,1998,25-34 years
4,Cuba,male,1998,5-14 years
2,Cuba,female,1998,5-14 years
226,Cuba,male,1999,75+ years
365,Cuba,male,1999,55-74 years
495,Cuba,male,1999,35-54 years
267,Cuba,male,1999,25-34 years
182,Cuba,female,1999,55-74 years
59,Cuba,female,1999,75+ years
109,Cuba,male,1999,15-24 years
182,Cuba,female,1999,35-54 years
64,Cuba,female,1999,15-24 years
92,Cuba,female,1999,25-34 years
5,Cuba,female,1999,5-14 years
4,Cuba,male,1999,5-14 years
204,Cuba,male,2000,75+ years
318,Cuba,male,2000,55-74 years
432,Cuba,male,2000,35-54 years
248,Cuba,male,2000,25-34 years
55,Cuba,female,2000,75+ years
147,Cuba,female,2000,55-74 years
104,Cuba,male,2000,15-24 years
175,Cuba,female,2000,35-54 years
104,Cuba,female,2000,25-34 years
51,Cuba,female,2000,15-24 years
4,Cuba,male,2000,5-14 years
3,Cuba,female,2000,5-14 years
192,Cuba,male,2001,75+ years
333,Cuba,male,2001,55-74 years
385,Cuba,male,2001,35-54 years
212,Cuba,male,2001,25-34 years
133,Cuba,female,2001,55-74 years
44,Cuba,female,2001,75+ years
76,Cuba,male,2001,15-24 years
147,Cuba,female,2001,35-54 years
74,Cuba,female,2001,25-34 years
48,Cuba,female,2001,15-24 years
5,Cuba,male,2001,5-14 years
3,Cuba,female,2001,5-14 years
198,Cuba,male,2002,75+ years
291,Cuba,male,2002,55-74 years
400,Cuba,male,2002,35-54 years
63,Cuba,female,2002,75+ years
189,Cuba,male,2002,25-34 years
120,Cuba,female,2002,55-74 years
160,Cuba,female,2002,35-54 years
68,Cuba,male,2002,15-24 years
84,Cuba,female,2002,25-34 years
29,Cuba,female,2002,15-24 years
3,Cuba,female,2002,5-14 years
1,Cuba,male,2002,5-14 years
194,Cuba,male,2003,75+ years
289,Cuba,male,2003,55-74 years
404,Cuba,male,2003,35-54 years
174,Cuba,male,2003,25-34 years
45,Cuba,female,2003,75+ years
121,Cuba,female,2003,55-74 years
132,Cuba,female,2003,35-54 years
61,Cuba,male,2003,15-24 years
43,Cuba,female,2003,25-34 years
31,Cuba,female,2003,15-24 years
4,Cuba,male,2003,5-14 years
1,Cuba,female,2003,5-14 years
187,Cuba,male,2004,75+ years
326,Cuba,male,2004,55-74 years
416,Cuba,male,2004,35-54 years
149,Cuba,male,2004,25-34 years
127,Cuba,female,2004,55-74 years
40,Cuba,female,2004,75+ years
135,Cuba,female,2004,35-54 years
61,Cuba,male,2004,15-24 years
44,Cuba,female,2004,25-34 years
23,Cuba,female,2004,15-24 years
5,Cuba,male,2004,5-14 years
2,Cuba,female,2004,5-14 years
191,Cuba,male,2005,75+ years
269,Cuba,male,2005,55-74 years
387,Cuba,male,2005,35-54 years
47,Cuba,female,2005,75+ years
136,Cuba,male,2005,25-34 years
117,Cuba,female,2005,55-74 years
56,Cuba,male,2005,15-24 years
114,Cuba,female,2005,35-54 years
36,Cuba,female,2005,15-24 years
34,Cuba,female,2005,25-34 years
7,Cuba,male,2005,5-14 years
3,Cuba,female,2005,5-14 years
205,Cuba,male,2006,75+ years
318,Cuba,male,2006,55-74 years
388,Cuba,male,2006,35-54 years
138,Cuba,male,2006,25-34 years
39,Cuba,female,2006,75+ years
91,Cuba,female,2006,55-74 years
52,Cuba,male,2006,15-24 years
98,Cuba,female,2006,35-54 years
27,Cuba,female,2006,25-34 years
17,Cuba,female,2006,15-24 years
2,Cuba,male,2006,5-14 years
1,Cuba,female,2006,5-14 years
186,Cuba,male,2007,75+ years
329,Cuba,male,2007,55-74 years
370,Cuba,male,2007,35-54 years
49,Cuba,female,2007,75+ years
105,Cuba,male,2007,25-34 years
87,Cuba,female,2007,55-74 years
49,Cuba,male,2007,15-24 years
93,Cuba,female,2007,35-54 years
22,Cuba,female,2007,25-34 years
15,Cuba,female,2007,15-24 years
2,Cuba,male,2007,5-14 years
0,Cuba,female,2007,5-14 years
199,Cuba,male,2008,75+ years
320,Cuba,male,2008,55-74 years
407,Cuba,male,2008,35-54 years
130,Cuba,female,2008,55-74 years
89,Cuba,male,2008,25-34 years
37,Cuba,female,2008,75+ years
51,Cuba,male,2008,15-24 years
99,Cuba,female,2008,35-54 years
24,Cuba,female,2008,15-24 years
18,Cuba,female,2008,25-34 years
2,Cuba,female,2008,5-14 years
1,Cuba,male,2008,5-14 years
210,Cuba,male,2009,75+ years
318,Cuba,male,2009,55-74 years
428,Cuba,male,2009,35-54 years
122,Cuba,male,2009,25-34 years
44,Cuba,female,2009,75+ years
131,Cuba,female,2009,55-74 years
62,Cuba,male,2009,15-24 years
123,Cuba,female,2009,35-54 years
23,Cuba,female,2009,25-34 years
12,Cuba,female,2009,15-24 years
3,Cuba,female,2009,5-14 years
1,Cuba,male,2009,5-14 years
206,Cuba,male,2010,75+ years
374,Cuba,male,2010,55-74 years
476,Cuba,male,2010,35-54 years
102,Cuba,male,2010,25-34 years
142,Cuba,female,2010,55-74 years
40,Cuba,female,2010,75+ years
67,Cuba,male,2010,15-24 years
105,Cuba,female,2010,35-54 years
17,Cuba,female,2010,25-34 years
18,Cuba,female,2010,15-24 years
7,Cuba,female,2010,5-14 years
4,Cuba,male,2010,5-14 years
236,Cuba,male,2011,75+ years
345,Cuba,male,2011,55-74 years
441,Cuba,male,2011,35-54 years
